strategy,ann_return,ann_vol,sharpe,sortino,max_drawdown,worst_month,ending_value,months,composite_score
V10_4_DEP_CAP_10,0.9720028094529833,0.36855099104836514,2.061092307607026,5.692898898895337,-0.13129611263127106,-0.11203162879281603,10982.383016428386,23,0.8666666666666667
V08_DEP_CAP_10,1.1015252068767571,0.3824316269467142,2.1746218599924187,5.651948549892592,-0.13302088733911643,-0.12135775170481344,11681.836749868186,23,0.7166666666666667
V10_5_DEP_CAP_10,0.8679470800736131,0.3486693706894669,1.9971956587152342,5.429987504157962,-0.13244652648758848,-0.11042398396636388,10313.297013286303,23,0.41666666666666663
